method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.006235996087338123,-0.4621418537956665,0.4496698616209902,0
LinearDML,0.045881929980717,-0.06910115828690633,0.16086501824834024,0
DMLOrthoForest,-0.013604644935016768,-0.2784159149470122,0.2507419625331444,0
ForestDRLearner,-0.011223765053781209,-0.06675005754475508,0.04430252743719265,0
SLearner,-0.000912386623949737,-0.003265163955632354,3.817510239257414e-08,0
TLearner,0.1354844026014503,0.030071692740086493,0.2645898188979449,1
