method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.023978203636025475,-0.13404475541989652,0.08608834814784554,0
LinearDML,-0.02602673269140536,-0.055262215919209115,0.0032087505363983977,0
DMLOrthoForest,-0.020842215050662163,-0.2690347589193196,0.22826323759631667,0
ForestDRLearner,-0.023007662167323997,-0.10122662965886238,0.055211305324214366,0
SLearner,0.0001553097348334212,-0.0049414939161183105,0.002707474348560779,0
TLearner,-0.016493932908358683,-0.04497986760850138,0.00812078523402834,0
