covariate,mean_T1,mean_T0,smd,balanced
hibpe,0.1892349356804333,0.7376712328767123,1.3167871828785604,False
hearte,0.051963439404197696,0.4917808219178082,1.1371289705517829,False
arthre,0.2000677048070413,0.5952054794520548,0.8824783674969563,False
diabe,0.026066350710900472,0.27773972602739727,0.7487042300582749,False
lunge,0.06110358835477319,0.2660958904109589,0.576746980533055,False
srh,3.407921462423832,2.9273972602739726,0.575498451427107,False
stroke,0.006770480704129994,0.10171232876712329,0.4287033045171539,False
age,-0.0928456882924608,0.1878535364492701,0.2746117763459633,False
disability,0.17704807041299933,0.26404109589041097,0.21098118295550192,False
retire,0.34157075152335814,0.43904109589041096,0.2008131485807782,False
cancre,0.0062626946513202435,0.03287671232876712,0.19302934553154624,False
pension,0.8165199729180772,0.8832191780821917,0.18754750997916023,False
rural,0.5015233581584293,0.42568493150684933,0.15252188525582186,False
gender,0.6843263371699391,0.6126712328767123,0.1505065434041428,False
fall_down,0.11746784021665538,0.1660958904109589,0.1397446641207769,False
adlab_c,-0.0350438339186723,0.0709037571203854,0.10630669153032864,False
iadl,-0.031775008413640345,0.06428998277663893,0.09630855128656157,True
edu,2.3290453622207177,2.421232876712329,0.0898560355899921,True
bmi_normal,0.1321936357481381,0.10547945205479452,0.08262452059785849,True
bmi,-0.027627870903628473,0.055899130581725236,0.08210512868713449,True
exercise,0.5186188219363574,0.5582191780821918,0.0794982854059801,True
systo,-0.024832097564258814,0.0502424768526148,0.07393882889761842,True
mwaist,-0.024406179475358804,0.049380722034392505,0.07266981104784195,True
satlife,3.3984427894380502,3.3523972602739724,0.07108596288677922,True
marry,0.8950575490859851,0.8746575342465753,0.06394372183256791,True
drinkev,0.5523019634394042,0.5219178082191781,0.060964682153642695,True
family_size,-0.019655189264986012,0.03976810211559447,0.05937339610298042,True
income_total,-0.018318909936091317,0.03706442462411868,0.0555453349268765,True
diasto,-0.018091803151693068,0.036604922267186604,0.05407125293532529,True
lgrip,0.016583647736520518,-0.033553490009370524,0.04938814486935094,True
sleep,0.015497565193197286,-0.03135603258952284,0.0468707861540005,True
is_socially_isolated,0.04874746106973595,0.0589041095890411,0.045017323388355526,True
ins,0.9683480027081923,0.9743150684931506,0.03576385212358082,True
pulse,0.01074602045316497,-0.021742290697704933,0.032183964712188366,True
wspeed,-0.008483103343534502,0.01716375840876748,0.025782569145039964,True
puff,0.004327979569416826,-0.008756747704148629,0.013189135481980046,True
had_comorbidity_before,0.0,0.0,0.0,True
