method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.17717439315616035,-1.531708777809658,1.177359991497337,0
LinearDML,-0.0809321838024461,-2.144994619361897,1.9831302517570037,0
DMLOrthoForest,-0.2567970439447691,-0.958601550450068,0.44512441448582424,0
ForestDRLearner,-0.001726869529189326,-0.038054532358699884,0.03460079330032123,0
SLearner,0.0,-0.00011947368421052634,0.0003954684583799933,0
TLearner,-0.027435425646023637,-0.19983167930982695,0.15193029313470746,0
