covariate,mean_T1,mean_T0,smd,balanced
gender,0.8046875,0.3087586641461878,1.152089386206838,False
lgrip,0.1730628232670169,-0.16750125805805738,0.345171950816369,False
hearte,0.216796875,0.31758034026465026,0.2292550064371469,False
edu,2.2194010416666665,2.0163831127914302,0.2065533242245375,False
disability,0.3561197916666667,0.2980466288594833,0.12402210024777935,False
bmi_normal,0.13932291666666666,0.09955891619407688,0.12284342887324039,False
srh,2.6881510416666665,2.589161940768746,0.11829505292974087,False
iadl,-0.058502178491253186,0.05662214629021451,0.11530262318749412,False
age,0.05673880473707627,-0.05491544050167222,0.11178823262998501,False
marry,0.85546875,0.81411468178954,0.1115289140910009,False
ins,0.9772135416666666,0.9584120982986768,0.10667703770770581,False
adlab_c,-0.053026678031961115,0.05132260709331347,0.10448454272132789,False
puff,0.052130193192780894,-0.05045493178582857,0.10260931865260185,False
chronic_low,0.5520833333333334,0.502835538752363,0.09876466610094245,True
rural,0.626953125,0.5816005040957782,0.09284448898063158,True
pension,0.7897135416666666,0.7536231884057971,0.08605862893555795,True
hibpe,0.3971354166666667,0.43856332703213613,0.08407150606181164,True
retire,0.24348958333333334,0.20982986767485823,0.0804616849263034,True
diasto,0.039578262617480285,-0.0383063713802465,0.07789882676383575,True
lunge,0.20703125,0.17895400126023944,0.07119022975626653,True
family_size,-0.03021204582786916,0.029241148324894207,0.059467924711653394,True
sleep,0.029703290271155283,-0.028748742190607728,0.05845835924044142,True
diabe,0.1171875,0.13610586011342155,0.05690721453179507,True
systo,0.028720050748422554,-0.027797100157263277,0.05652331752811214,True
cancre,0.020182291666666668,0.013232514177693762,0.05424187643073884,True
arthre,0.4817708333333333,0.5066162570888468,0.04970954566312104,True
satlife,2.986328125,2.9514807813484563,0.04824253182197177,True
is_socially_isolated,0.06770833333333333,0.07876496534341525,0.04244944310146859,True
mwaist,0.016841927758830432,-0.016300693785485484,0.03315141878797861,True
pulse,0.016480656182522344,-0.01595103207079416,0.03243154681298212,True
fall_down,0.2630208333333333,0.2514177693761815,0.026547819809515132,True
exercise,0.5260416666666666,0.5160680529300568,0.019965931348364982,True
stroke,0.06640625,0.07120352867044738,0.01895328327579594,True
bmi,0.009292227405075749,-0.008993611401509699,0.018292188130100844,True
wspeed,0.0047329365420178465,-0.004580838392274219,0.009305283322797866,True
income_total,0.0024930932091366265,-0.002412974901848709,0.004902583515047327,True
had_comorbidity_before,0.0,0.0,0.0,True
