covariate,mean_T1,mean_T0,smd,balanced
family_size,0.2975475485422475,-0.3378539411846314,0.6718451994506097,False
iadl,0.29247053723380656,-0.3320891876573279,0.6587087626736869,False
adlab_c,0.2915212034296189,-0.3310112551762533,0.6562360735042266,False
wspeed,0.2804302306143705,-0.31841787675468247,0.6303480605152153,False
income_total,0.28012477553516263,-0.3180710441127453,0.628691403637428,False
age,0.23604858888394262,-0.2680242080844714,0.5247854861257435,False
pulse,-0.214525983738621,0.24358610732199013,0.46906990904940205,False
sleep,-0.201868988375507,0.22921456977132232,0.4409216912102072,False
lgrip,-0.11037095425851565,0.1253220269205318,0.23710209958204118,False
diasto,-0.0857365933573749,0.09735064567476699,0.1831551997644256,False
mwaist,-0.07987590395272054,0.09069605543156346,0.1706705350951567,False
systo,-0.07977633833347604,0.09058300245218129,0.17044148963584,False
puff,-0.0798043189783064,0.09061477341174251,0.1704351725102857,False
edu,2.44013634426928,2.2680212868892116,0.16887433584714084,False
bmi,-0.07604727296882735,0.086348790352123,0.16251538978351682,False
pension,0.8649339582445675,0.8086598935655539,0.1527202264952788,False
bmi_normal,0.10311035364294845,0.1463473633284954,0.13113918092523902,False
disability,0.2288027268853856,0.17972907595549106,0.1219473192689291,False
diabe,0.12249680443118875,0.09433962264150944,0.09065738336329608,True
chronic_low,0.6527481891776736,0.6879535558780842,0.07494393814644451,True
stroke,0.04473796335747763,0.030720851475568457,0.07361459512975901,True
ins,0.9757136770345122,0.9641993226898887,0.06748936211793052,True
hearte,0.2096293140178952,0.18359941944847605,0.06552933213275443,True
srh,3.272262462718364,3.222544750846638,0.0568189441341652,True
retire,0.3855986365573072,0.3604257377842284,0.05207020738361936,True
hibpe,0.3824030677460588,0.35728108369617806,0.05205568094537348,True
satlife,3.398593949723051,3.365747460087083,0.05080205891601095,True
fall_down,0.1406050276949297,0.125544267053701,0.04435219875199123,True
cancre,0.017469109501491265,0.012336719883889695,0.04236838601851722,True
marry,0.8917767362590541,0.8843734881470731,0.02348356661356082,True
arthre,0.33574776310183213,0.3251088534107402,0.02261974637523992,True
lunge,0.13208351086493395,0.12530237058538946,0.020251724626979238,True
drinkev,0.5466553046442266,0.5372520561199806,0.01887389210233318,True
is_socially_isolated,0.05389859394972305,0.050072568940493466,0.01723514754367559,True
gender,0.6574350234341713,0.664247701983551,0.01439060622742762,True
rural,0.4735832978270132,0.4796806966618287,0.012208365238236074,True
had_comorbidity_before,0.0,0.0,0.0,True
