method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.04969026270952525,-0.4563709579547289,0.35699043253567825,0
LinearDML,-0.16709557379739942,-0.563590145951468,0.22939899835666883,0
DMLOrthoForest,-0.18213387512468515,-0.7131668073373832,0.3391699308370375,0
ForestDRLearner,-0.010497349953571444,-0.08551175125532903,0.06451705134818612,0
SLearner,3.963665558215134e-06,-0.0032585172249146636,0.0006400320257155853,0
TLearner,0.0024658008300428567,-0.04268661012387605,0.06534763966080812,0
