method,ate,ate_lb,ate_ub,significant
CausalForestDML,0.04547416826237027,-0.491773734903991,0.5827220714287313,0
LinearDML,-0.0773992719553508,-0.5060495764563084,0.35125103254560675,0
DMLOrthoForest,-0.3724670186213769,-1.2257745441918928,0.4787193442596949,0
ForestDRLearner,0.03439139789159607,-0.10307038223603515,0.17185317801922725,0
SLearner,-6.341183005670822e-05,-0.0012599741803640348,0.0029331641821128533,0
TLearner,-0.07886584483643352,-0.20112518340409694,0.04432241204205742,0
