covariate,mean_T1,mean_T0,smd,balanced
family_size,0.2886050205335375,-0.28647945164253263,0.6003840084154604,False
wspeed,0.28596048729781043,-0.2838543953291688,0.5942872351775527,False
adlab_c,0.2858298795473381,-0.28372474950157145,0.5941293031825174,False
income_total,0.2857429164170557,-0.28363842685260826,0.5938890088344492,False
iadl,0.2846582188043093,-0.28256171801116015,0.5914750038315822,False
age,0.2575786368811864,-0.25568157654409696,0.5308030774007575,False
pulse,-0.221285489405842,0.2196557272089074,0.45206336581875695,False
sleep,-0.15948823590764155,0.15831360896560573,0.3219072022492791,False
disability,0.302555647155812,0.18166939443535188,0.28505781475322,False
edu,1.6339653751030503,1.4476268412438624,0.23597517299738327,False
lgrip,-0.0865563803871008,0.08591889477050128,0.1730802430590013,False
chronic_low,0.6603462489694971,0.7389525368248773,0.1721095391888786,False
hibpe,0.36438582028029676,0.3019639934533552,0.13272372418218925,False
ins,0.966199505358615,0.9402618657937807,0.12307552665645648,False
stroke,0.05276174773289365,0.029459901800327332,0.11756473075605625,False
diabe,0.09233305853256389,0.06382978723404255,0.1063868925185104,False
gender,0.5762572135201979,0.5245499181669394,0.10408474961052572,False
puff,-0.048207880981064724,0.047852831121138695,0.09619395252251493,True
pension,0.8037922506183017,0.7659574468085106,0.09217357148446986,True
bmi_normal,0.09315746084089035,0.12111292962356793,0.09047983810485133,True
hearte,0.14674361088211046,0.11865793780687398,0.08285829927530726,True
arthre,0.3676834295136026,0.32896890343698854,0.08132508004800368,True
mwaist,-0.03753541530822884,0.03725896789597634,0.07485241188399593,True
drinkev,0.4814509480626546,0.4459901800327332,0.07115395782115583,True
cancre,0.00989282769991756,0.004091653027823241,0.06966180578126818,True
bmi,-0.03413031043884618,0.0338789415403592,0.0680532251665791,True
lunge,0.14674361088211046,0.12356792144026187,0.06782597127643208,True
retire,0.1549876339653751,0.13175122749590834,0.06634110376720762,True
satlife,3.448474855729596,3.4058919803600656,0.06368558803292342,True
marry,0.8285243198680956,0.8134206219312602,0.039404276695223624,True
diasto,-0.01929163129837957,0.01914954890747475,0.038446711338320255,True
is_socially_isolated,0.08821104699093157,0.07855973813420622,0.03491515765129855,True
systo,-0.015031027087388465,0.01492032394189938,0.029953316123102442,True
fall_down,0.15004122011541632,0.16039279869067102,0.02858964183043597,True
rural,0.6562242374278648,0.6677577741407529,0.02438398064517882,True
srh,3.181368507831822,3.181669394435352,0.00032890063067519753,True
had_comorbidity_before,0.0,0.0,0.0,True
