covariate,mean_T1,mean_T0,smd,balanced
gender,0.7980513728963685,0.33614088820826954,1.0537287459858964,False
edu,1.650132860938884,1.445635528330781,0.2582571938600573,False
retire,0.17891939769707707,0.1125574272588055,0.1889146563321392,False
lgrip,0.09946694012506692,-0.08598635176202243,0.1874869241908786,False
rural,0.7015057573073517,0.6278713629402757,0.15644875755294946,False
disability,0.27723649247121346,0.2113323124042879,0.15383915698997846,False
diabe,0.05845881310894597,0.09494640122511486,0.1374333844443842,False
income_total,0.0642140575259948,-0.05551123349682071,0.11950225698622162,False
age,0.060273486606708664,-0.052104721576551466,0.11237016156334885,False
wspeed,0.059058895029276165,-0.05105474156818758,0.1098041953412133,False
marry,0.8396811337466785,0.8047473200612557,0.09146579056541368,True
is_socially_isolated,0.06997342781222321,0.09494640122511486,0.09088332888329181,True
puff,0.048392702013109044,-0.04183411988728941,0.08979236634523813,True
stroke,0.049601417183348095,0.033690658499234305,0.07970502042798099,True
cancre,0.00354295837023915,0.009954058192955589,0.0783668106727924,True
lunge,0.1488042515500443,0.12327718223583461,0.07451111293389137,True
family_size,0.03928901336925237,-0.03396423896928484,0.07322517881290247,True
exercise,0.5172719220549159,0.48162327718223585,0.07134267978636159,True
hearte,0.1204605845881311,0.14318529862174578,0.06721154383839732,True
pulse,-0.030075798686154558,0.025999675893311577,0.055986152278891574,True
arthre,0.3365810451727192,0.35834609494640124,0.04572103960674459,True
chronic_low,0.7103631532329495,0.6906584992343032,0.043029997102013176,True
diasto,0.020676780776523056,-0.017874491191955694,0.03851032033280556,True
ins,0.9574844995571302,0.9494640122511485,0.03808713822591311,True
bmi_normal,0.1133746678476528,0.10183767228177641,0.037236694238836486,True
satlife,3.4402125775022143,3.415773353751914,0.03650012417355628,True
hibpe,0.325066430469442,0.33996937212863704,0.03163727024964873,True
srh,3.1966341895482726,3.1684532924961717,0.03071690246632677,True
adlab_c,0.014637935628159989,-0.012654080646395963,0.02729662324513436,True
sleep,-0.013279262290541488,0.011479546038300788,0.024724090814074888,True
pension,0.7794508414526129,0.7894333843797856,0.024277880654900007,True
iadl,0.011125543293032596,-0.009617716981495722,0.020743573243702428,True
mwaist,0.008132724766425533,-0.007030510154130436,0.015164902716973665,True
systo,0.0076433580768224246,-0.006607466515109293,0.01425548470855973,True
bmi,0.005314975708600149,-0.004594645922672653,0.009915303851506746,True
fall_down,0.15411868910540302,0.1562021439509954,0.0057545092815364015,True
had_comorbidity_before,0.0,0.0,0.0,True
