method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.002224147183898953,-0.062441762523023206,0.05799346815522528,0
LinearDML,-0.002433733108514928,-0.012476040616238882,0.00760857439920902,0
DMLOrthoForest,-0.0040979799365617065,-0.10348474273031169,0.09518545117661185,0
ForestDRLearner,-0.0016535519405859885,-0.044205205724606546,0.04089810184343456,0
SLearner,-0.00039185689210439404,-0.0013258790750575874,3.653739049992455e-05,0
TLearner,-0.009063248538863448,-0.01627568499900428,0.000568148574254932,0
