exposure,axis,ate,ate_lb,ate_ub,significant,n
exercise_sleep_both,Axis_B,-0.026168147637078934,-0.1144646396664009,0.062128344392243004,0,6135
exercise_sleep_both,Axis_C,0.006719020491192458,-0.09788183341689112,0.111319874399276,0,3787
