method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.015342137495419787,-0.0876159951417127,0.05693172015087312,0
LinearDML,-0.013692079012867097,-0.025719643112915642,-0.001664514912818547,1
DMLOrthoForest,-0.007638868276060728,-0.11468030480959848,0.09948063343886515,0
ForestDRLearner,-0.013967905514987805,-0.0606106432734779,0.032674832243502275,0
SLearner,-0.00019222049442085758,-0.002635321074963439,0.0002460133790831594,0
TLearner,-0.014441444242294167,-0.024520578692373163,-0.004790263808422498,1
