method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.0536164842542504,-0.48693940690370524,0.3797064383952043,0
LinearDML,0.015681743029525873,-0.335474014300431,0.36683750035948265,0
DMLOrthoForest,0.03435170823548808,-0.3753057856744036,0.4406969563016321,0
ForestDRLearner,-0.01846003930497672,-0.0807022342885702,0.043782155678616735,0
SLearner,-4.8070277768118516e-05,-0.0033795907527651805,0.0004797960639347537,0
TLearner,0.12579033536066667,0.0011126897928998363,0.2593270171043874,1
