method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.14518795739431944,-1.6925575608926744,1.4021816461040355,0
LinearDML,0.6499684643699151,-1.5904684551314052,2.890405383871234,0
DMLOrthoForest,-0.3667626574411081,-2.0405055871367477,1.3090041402647221,0
ForestDRLearner,-0.0077843828184556456,-0.0490177581499605,0.0334489925130492,0
SLearner,0.001191542930769164,-0.00036597783358811956,0.0008425829875518734,0
TLearner,0.159597930967343,-0.0497587156473482,0.22144118869774557,0
