method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.03794191549584715,-0.2098193716613205,0.13393554066962612,0
LinearDML,-0.035255820210739315,-0.11066091104874827,0.04014927062726961,0
DMLOrthoForest,-0.007111884730322135,-0.41617057174628663,0.40332589230848587,0
ForestDRLearner,-0.023374836639366677,-0.14507196407560388,0.09832229079687049,0
SLearner,0.0012297203326242104,-0.00869625817091124,0.005842605450491352,0
TLearner,-0.010276235494126911,-0.0636939981182882,0.06158740839838783,0
