method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.018327342033056578,-0.111331875555105,0.07467719148899182,0
LinearDML,-0.015333096381508697,-0.041370173578010594,0.010703980814993182,0
DMLOrthoForest,-0.00978864256229574,-0.2357661985288567,0.21605391106625202,0
ForestDRLearner,-0.020055985143095048,-0.08932640738033946,0.049214437094149355,0
SLearner,-7.659626775861358e-06,-0.004137000984843652,0.00022345214194518492,0
TLearner,-0.023322364334456516,-0.04917531455129127,-0.003604159038989847,1
