method,ate,ate_lb,ate_ub,significant
CausalForestDML,0.019585877174324338,-0.5552270685584393,0.5943988229070879,0
LinearDML,0.018833823481617953,-0.12412146253856123,0.1617891095017971,0
DMLOrthoForest,-0.07904058766774728,-0.41093614198379647,0.2535660095860845,0
ForestDRLearner,-0.0016578747958110565,-0.08291283028123198,0.07959708068960984,0
SLearner,-1.0573394459112711e-06,-0.001502018363480337,0.0007203199518754401,0
TLearner,-0.06047851756357829,-0.10586152035048223,-0.008367131137182049,1
