method,ate,ate_lb,ate_ub,significant
CausalForestDML,-0.25219422969152827,-1.7223624331233522,1.2179739737402953,0
LinearDML,-1.903140387613413,-3.2605209778211366,-0.5457597974056898,1
DMLOrthoForest,-0.5413008742717239,-1.5793026883068837,0.49722697517319314,0
ForestDRLearner,-0.0024849615255372695,-0.023345137769991257,0.018375214718916708,0
SLearner,2.0785699438786076e-06,-6.506595232814752e-05,2.839326543338188e-05,0
TLearner,-0.06203750453997046,-0.22609019343825215,0.06828232254065013,0
